88.6,168.8,64.1,48.8,2548,alfa-romero
88.6,168.8,64.1,48.8,2548,alfa-romero
94.5,171.2,65.5,52.4,2823,alfa-romero
99.8,176.6,66.2,54.3,2337,audi
99.4,176.6,66.4,54.3,2824,audi
99.8,177.3,66.3,53.1,2507,audi
105.8,192.7,71.4,55.7,2844,audi
105.8,192.7,71.4,55.7,2954,audi
105.8,192.7,71.4,55.9,3086,audi
99.5,178.2,67.9,52,3053,audi
101.2,176.8,64.8,54.3,2395,bmw
101.2,176.8,64.8,54.3,2395,bmw
101.2,176.8,64.8,54.3,2710,bmw
101.2,176.8,64.8,54.3,2765,bmw
103.5,189,66.9,55.7,3055,bmw
103.5,189,66.9,55.7,3230,bmw
103.5,193.8,67.9,53.7,3380,bmw
110,197,70.9,56.3,3505,bmw
88.4,141.1,60.3,53.2,1488,chevrolet
94.5,155.9,63.6,52,1874,chevrolet
94.5,158.8,63.6,52,1909,chevrolet
93.7,157.3,63.8,50.8,1876,dodge
93.7,157.3,63.8,50.8,1876,dodge
93.7,157.3,63.8,50.8,2128,dodge
93.7,157.3,63.8,50.6,1967,dodge
93.7,157.3,63.8,50.6,1989,dodge
93.7,157.3,63.8,50.6,1989,dodge
93.7,157.3,63.8,50.6,2191,dodge
103.3,174.6,64.6,59.8,2535,dodge
95.9,173.2,66.3,50.2,2811,dodge
86.6,144.6,63.9,50.8,1713,honda
86.6,144.6,63.9,50.8,1819,honda
93.7,150,64,52.6,1837,honda
93.7,150,64,52.6,1940,honda
93.7,150,64,52.6,1956,honda
96.5,163.4,64,54.5,2010,honda
96.5,157.1,63.9,58.3,2024,honda
96.5,167.5,65.2,53.3,2236,honda
96.5,167.5,65.2,53.3,2289,honda
96.5,175.4,65.2,54.1,2304,honda
96.5,175.4,62.5,54.1,2372,honda
96.5,175.4,65.2,54.1,2465,honda
96.5,169.1,66,51,2293,honda
94.3,170.7,61.8,53.5,2337,isuzu
94.5,155.9,63.6,52,1874,isuzu
94.5,155.9,63.6,52,1909,isuzu
96,172.6,65.2,51.4,2734,isuzu
113,199.6,69.6,52.8,4066,jaguar
113,199.6,69.6,52.8,4066,jaguar
102,191.7,70.6,47.8,3950,jaguar
93.1,159.1,64.2,54.1,1890,mazda
93.1,159.1,64.2,54.1,1900,mazda
93.1,159.1,64.2,54.1,1905,mazda
93.1,166.8,64.2,54.1,1945,mazda
93.1,166.8,64.2,54.1,1950,mazda
95.3,169,65.7,49.6,2380,mazda
95.3,169,65.7,49.6,2380,mazda
95.3,169,65.7,49.6,2385,mazda
95.3,169,65.7,49.6,2500,mazda
98.8,177.8,66.5,53.7,2385,mazda
98.8,177.8,66.5,55.5,2410,mazda
98.8,177.8,66.5,53.7,2385,mazda
98.8,177.8,66.5,55.5,2410,mazda
98.8,177.8,66.5,55.5,2443,mazda
98.8,177.8,66.5,55.5,2425,mazda
104.9,175,66.1,54.4,2670,mazda
104.9,175,66.1,54.4,2700,mazda
110,190.9,70.3,56.5,3515,mercedes-benz
110,190.9,70.3,58.7,3750,mercedes-benz
106.7,187.5,70.3,54.9,3495,mercedes-benz
115.6,202.6,71.7,56.3,3770,mercedes-benz
115.6,202.6,71.7,56.5,3740,mercedes-benz
96.6,180.3,70.5,50.8,3685,mercedes-benz
120.9,208.1,71.7,56.7,3900,mercedes-benz
112,199.2,72,55.4,3715,mercedes-benz
102.7,178.4,68,54.8,2910,mercury
93.7,157.3,64.4,50.8,1918,mitsubishi
93.7,157.3,64.4,50.8,1944,mitsubishi
93.7,157.3,64.4,50.8,2004,mitsubishi
93,157.3,63.8,50.8,2145,mitsubishi
96.3,173,65.4,49.4,2370,mitsubishi
96.3,173,65.4,49.4,2328,mitsubishi
95.9,173.2,66.3,50.2,2833,mitsubishi
95.9,173.2,66.3,50.2,2921,mitsubishi
95.9,173.2,66.3,50.2,2926,mitsubishi
96.3,172.4,65.4,51.6,2365,mitsubishi
96.3,172.4,65.4,51.6,2405,mitsubishi
96.3,172.4,65.4,51.6,2403,mitsubishi
96.3,172.4,65.4,51.6,2403,mitsubishi
94.5,165.3,63.8,54.5,1889,nissan
94.5,165.3,63.8,54.5,2017,nissan
94.5,165.3,63.8,54.5,1918,nissan
94.5,165.3,63.8,54.5,1938,nissan
94.5,170.2,63.8,53.5,2024,nissan
94.5,165.3,63.8,54.5,1951,nissan
94.5,165.6,63.8,53.3,2028,nissan
94.5,165.3,63.8,54.5,1971,nissan
94.5,170.2,63.8,53.5,2037,nissan
95.1,162.4,63.8,53.3,2008,nissan
97.2,173.4,65.2,54.7,2324,nissan
97.2,173.4,65.2,54.7,2302,nissan
100.4,181.7,66.5,55.1,3095,nissan
100.4,184.6,66.5,56.1,3296,nissan
100.4,184.6,66.5,55.1,3060,nissan
91.3,170.7,67.9,49.7,3071,nissan
91.3,170.7,67.9,49.7,3139,nissan
99.2,178.5,67.9,49.7,3139,nissan
107.9,186.7,68.4,56.7,3020,peugot
107.9,186.7,68.4,56.7,3197,peugot
114.2,198.9,68.4,58.7,3230,peugot
114.2,198.9,68.4,58.7,3430,peugot
107.9,186.7,68.4,56.7,3075,peugot
107.9,186.7,68.4,56.7,3252,peugot
114.2,198.9,68.4,56.7,3285,peugot
114.2,198.9,68.4,58.7,3485,peugot
107.9,186.7,68.4,56.7,3075,peugot
107.9,186.7,68.4,56.7,3252,peugot
108,186.7,68.3,56,3130,peugot
93.7,157.3,63.8,50.8,1918,plymouth
93.7,157.3,63.8,50.8,2128,plymouth
93.7,157.3,63.8,50.6,1967,plymouth
93.7,167.3,63.8,50.8,1989,plymouth
93.7,167.3,63.8,50.8,2191,plymouth
103.3,174.6,64.6,59.8,2535,plymouth
95.9,173.2,66.3,50.2,2818,plymouth
94.5,168.9,68.3,50.2,2778,porsche
89.5,168.9,65,51.6,2756,porsche
89.5,168.9,65,51.6,2756,porsche
89.5,168.9,65,51.6,2800,porsche
98.4,175.7,72.3,50.5,3366,porsche
96.1,181.5,66.5,55.2,2579,renault
96.1,176.8,66.6,50.5,2460,renault
99.1,186.6,66.5,56.1,2658,saab
99.1,186.6,66.5,56.1,2695,saab
99.1,186.6,66.5,56.1,2707,saab
99.1,186.6,66.5,56.1,2758,saab
99.1,186.6,66.5,56.1,2808,saab
99.1,186.6,66.5,56.1,2847,saab
93.7,156.9,63.4,53.7,2050,subaru
93.7,157.9,63.6,53.7,2120,subaru
93.3,157.3,63.8,55.7,2240,subaru
97.2,172,65.4,52.5,2145,subaru
97.2,172,65.4,52.5,2190,subaru
97.2,172,65.4,52.5,2340,subaru
97,172,65.4,54.3,2385,subaru
97,172,65.4,54.3,2510,subaru
97,173.5,65.4,53,2290,subaru
97,173.5,65.4,53,2455,subaru
96.9,173.6,65.4,54.9,2420,subaru
96.9,173.6,65.4,54.9,2650,subaru
95.7,158.7,63.6,54.5,1985,toyota
95.7,158.7,63.6,54.5,2040,toyota
95.7,158.7,63.6,54.5,2015,toyota
95.7,169.7,63.6,59.1,2280,toyota
95.7,169.7,63.6,59.1,2290,toyota
95.7,169.7,63.6,59.1,3110,toyota
95.7,166.3,64.4,53,2081,toyota
95.7,166.3,64.4,52.8,2109,toyota
95.7,166.3,64.4,53,2275,toyota
95.7,166.3,64.4,52.8,2275,toyota
95.7,166.3,64.4,53,2094,toyota
95.7,166.3,64.4,52.8,2122,toyota
95.7,166.3,64.4,52.8,2140,toyota
94.5,168.7,64,52.6,2169,toyota
94.5,168.7,64,52.6,2204,toyota
94.5,168.7,64,52.6,2265,toyota
94.5,168.7,64,52.6,2300,toyota
98.4,176.2,65.6,52,2540,toyota
98.4,176.2,65.6,52,2536,toyota
98.4,176.2,65.6,52,2551,toyota
98.4,176.2,65.6,52,2679,toyota
98.4,176.2,65.6,52,2714,toyota
98.4,176.2,65.6,53,2975,toyota
102.4,175.6,66.5,54.9,2326,toyota
102.4,175.6,66.5,54.9,2480,toyota
102.4,175.6,66.5,53.9,2414,toyota
102.4,175.6,66.5,54.9,2414,toyota
102.4,175.6,66.5,53.9,2458,toyota
102.9,183.5,67.7,52,2976,toyota
102.9,183.5,67.7,52,3016,toyota
104.5,187.8,66.5,54.1,3131,toyota
104.5,187.8,66.5,54.1,3151,toyota
97.3,171.7,65.5,55.7,2261,volkswagen
97.3,171.7,65.5,55.7,2209,volkswagen
97.3,171.7,65.5,55.7,2264,volkswagen
97.3,171.7,65.5,55.7,2212,volkswagen
97.3,171.7,65.5,55.7,2275,volkswagen
97.3,171.7,65.5,55.7,2319,volkswagen
97.3,171.7,65.5,55.7,2300,volkswagen
94.5,159.3,64.2,55.6,2254,volkswagen
94.5,165.7,64,51.4,2221,volkswagen
100.4,180.2,66.9,55.1,2661,volkswagen
100.4,180.2,66.9,55.1,2579,volkswagen
100.4,183.1,66.9,55.1,2563,volkswagen
104.3,188.8,67.2,56.2,2912,volvo
104.3,188.8,67.2,57.5,3034,volvo
104.3,188.8,67.2,56.2,2935,volvo
104.3,188.8,67.2,57.5,3042,volvo
104.3,188.8,67.2,56.2,3045,volvo
104.3,188.8,67.2,57.5,3157,volvo
109.1,188.8,68.9,55.5,2952,volvo
109.1,188.8,68.8,55.5,3049,volvo
109.1,188.8,68.9,55.5,3012,volvo
109.1,188.8,68.9,55.5,3217,volvo
109.1,188.8,68.9,55.5,3062,volvo
